id,protected,Title,Company,Location,Duration,Stipend_per_month,Apply By,Applicants,Skills Required,Perks,Number of Openings,Incentives,Category
124,9093340,Content Writing,Swiftchirp,Work From Home,2,3000,10 Feb' 22,83 applicants,"Blogging , Creative Writing , English Proficiency (Spoken) , English Proficiency (Written) , Search Engine Optimization (SEO) , ","Certificate , Letter of recommendation , Flexible work hours , ",3,0,Content Writing
125,14367990,Content Writing,Offbeat Marketing & Communication,Ahmedabad,3,7000,3 Feb' 22,Be an early applicant,,"Certificate , Letter of recommendation , Informal dress code , 5 days a week , ",2,0,Content Writing
126,65004006,Business Development (Sales),Shop Ark Private Limited,Lucknow,3,5000,28 Feb' 22,Be an early applicant,,"Certificate , Letter of recommendation , Flexible work hours , Informal dress code , 5 days a week , ",3,0,Marketing
127,60629682,Partnership & Alliances,Reward360 Global Services Private Limited,Bangalore,6,25000,4 Feb' 22,29 applicants,"Client Relationship , MS-Excel , ","Certificate , Informal dress code , 5 days a week , ",2,0,Marketing
128,73899912,Social Media Marketing,Paxnova Services,Work From Home,6,5000,11 Feb' 22,Be an early applicant,"English Proficiency (Spoken) , Instagram Marketing , Social Media Marketing , ","Certificate , Letter of recommendation , Flexible work hours , ",1,0,Marketing
129,16577212,Content Writing,Ori,Noida,6,15000,1 Feb' 22,Be an early applicant,"Creative Writing , Search Engine Optimization (SEO) , Social Media Marketing , ","Certificate , Letter of recommendation , Flexible work hours , 5 days a week , ",2,0,Content Writing
130,75056332,Digital Marketing,START EDGE BUSINESS SOLUTIONS,Visakhapatnam,6,5000,11 Feb' 22,Be an early applicant,"Creative Writing , Digital Marketing , Email Marketing , English Proficiency (Spoken) , English Proficiency (Written) , Facebook Marketing , Instagram Marketing , Search Engine Marketing (SEM) , Search Engine Optimization (SEO) , Social Media Marketing , ","Certificate , Letter of recommendation , Job offer , ",2,0,Marketing
131,69364012,Business Development (Sales),Kushboo Grewal,Work From Home,6,5000,29 Jan' 22,Be an early applicant,"English Proficiency (Spoken) , English Proficiency (Written) , Hindi Proficiency (Spoken) , Microsoft PowerApps , MS-Excel , ","Letter of recommendation , ",2,1,Marketing
132,18066850,Content Writing,Kangen News,Work From Home,2,10000,6 Feb' 22,41 applicants,"CSS , English Proficiency (Written) , HTML , Search Engine Optimization (SEO) , ","Certificate , Job offer , ",2,0,Content Writing
133,110281602,Social Media Marketing,AMA Mart (OPC) Private Limited,Work From Home,3,1000,12 Feb' 22,Be an early applicant,,"Certificate , Letter of recommendation , Flexible work hours , ",6,0,Marketing
134,32313640,Graphic Design,Fabheads,Chennai,3,15000,31 Jan' 22,Be an early applicant,"Adobe Illustrator , Adobe Photoshop , Adobe Photoshop Lightroom CC , Adobe XD , UI & UX Design , ","Certificate , Letter of recommendation , Job offer , ",1,0,Graphic Design
135,11713606,Content Writing,Proffus,Work From Home,3,4000,7 Feb' 22,88 applicants,"English Proficiency (Spoken) , English Proficiency (Written) , ","Certificate , ",5,0,Content Writing
136,46573900,Marketing,Times Internet,Work From Home,6,6000,8 Feb' 22,93 applicants,,"Certificate , Flexible work hours , ",2,0,Marketing
137,103459512,Digital Marketing,Acquest Advisors,Mumbai,3,5000,4 Feb' 22,39 applicants,"Creative Writing , Digital Marketing , Email Marketing , Facebook Marketing , Instagram Marketing , Social Media Marketing , ","Letter of recommendation , 5 days a week , Job offer , ",2,0,Marketing
138,120417802,Telecalling (Real Estate),Reflex Realty LLP,Mumbai,6,8000,10 Feb' 22,Be an early applicant,"Client Relationship , English Proficiency (Spoken) , MS-Excel , MS-Office , ","Certificate , Letter of recommendation , Flexible work hours , ",5,1,Marketing
139,130222432,Video Editing,Kremedine Cancer Care Foundation,Work From Home,2,0,7 Feb' 22,Be an early applicant,,"Certificate , Letter of recommendation , Flexible work hours , ",5,0,Volunteering
140,26744512,Graphic Design,Young Tinker Academy,Work From Home,2,7000,5 Feb' 22,83 applicants,"Adobe Creative Suite , Adobe Illustrator , CorelDRAW , UI & UX Design , ","Certificate , Letter of recommendation , Flexible work hours , 5 days a week , Job offer , ",4,0,Graphic Design
141,11940580,Content Writing,UFaber Edutech,Work From Home,3,7000,10 Feb' 22,142 applicants,"English Proficiency (Spoken) , English Proficiency (Written) , ","Flexible work hours , ",2,0,Content Writing
142,1231090,Backend Development,ScoreMore,Noida,2,20000,8 Feb' 22,32 applicants,"Golang , Node.js , ","Certificate , Letter of recommendation , Flexible work hours , ",4,0,Computer Science
143,58514950,Marketing,Redwine Digital,Work From Home,6,5000,5 Feb' 22,Be an early applicant,,"Certificate , Letter of recommendation , ",2,0,Marketing
144,45812692,Law/Legal,Snapbizz Cloudtech Private Limited,Bangalore,6,15000,7 Feb' 22,71 applicants,,,1,0,Law
145,1078582,Web Development,Error Technologies,Work From Home,6,6000,8 Feb' 22,28 applicants,"Bootstrap , JavaScript , ReactJS , React Native , ","Certificate , ",10,0,Computer Science
146,520,Interior Design,MOSID Design Studio,Gurgaon,6,10000,10 Feb' 22,Be an early applicant,"3ds Max , Adobe Photoshop , Adobe Photoshop Lightroom CC , AutoCAD , ","Certificate , Letter of recommendation , ",2,0,Architecture
147,25669522,Graphic Design,Proactive For Her,Bangalore,2,5000,7 Feb' 22,Be an early applicant,"Adobe After Effects , Adobe Illustrator , Adobe Photoshop , Figma , Video Editing , Video Making , ","Certificate , Informal dress code , Job offer , ",4,0,Graphic Design
148,56287606,Business Development (Sales),Sixcubicals Digimarket Private Limited,Work From Home,2,3000,7 Feb' 22,Be an early applicant,"Digital Marketing , Email Marketing , English Proficiency (Spoken) , ","Certificate , Letter of recommendation , Flexible work hours , Job offer , ",2,0,Marketing
149,31242610,Character Design,Landscape Outsource Marketing Private Limited,Work From Home,6,15000,1 Feb' 22,34 applicants,"Adobe After Effects , Adobe Illustrator , Adobe Photoshop , Blender 3D , ","Certificate , Letter of recommendation , Flexible work hours , 5 days a week , ",4,0,Graphic Design
150,76448892,Social Media Marketing,Teamcode Innovation Technology India Private Limited,Delhi,3,5000,10 Feb' 22,Be an early applicant,"Creative Writing , Digital Marketing , Email Marketing , English Proficiency (Spoken) , English Proficiency (Written) , Facebook Marketing , Instagram Marketing , Search Engine Marketing (SEM) , Search Engine Optimization (SEO) , Social Media Marketing , ",,2,0,Marketing
151,18331342,Content Writing,SpreadEgg,Work From Home,6,10000,29 Jan' 22,30 applicants,"Blockchain , English Proficiency (Spoken) , English Proficiency (Written) , HTML , Search Engine Optimization (SEO) , WordPress , ","Certificate , Flexible work hours , ",6,0,Content Writing
152,873390,Java Development,Define Space,Work From Home,6,20000,9 Feb' 22,228 applicants,"Android , Flutter , Java , ","Certificate , Letter of recommendation , Flexible work hours , ",2,0,Computer Science
153,123554440,Electrical Design Engineering,Cleantech Synergy Private Limited,Nashik,4,5000,25 Feb' 22,Be an early applicant,"AutoCAD , English Proficiency (Spoken) , English Proficiency (Written) , Google SketchUp , HelioScope , MS-Excel , MS-Office , ","Certificate , Job offer , ",1,1,Mechanical
154,92246520,Digital Marketing,Patodia Organics LLP,Work From Home,1,6000,3 Feb' 22,103 applicants,,"Flexible work hours , ",1,0,Marketing
155,30930382,Graphic Design,The Digital Leads,Work From Home,2,5000,1 Feb' 22,82 applicants,,,1,0,Graphic Design
156,155730,Mobile App Development,Helios Soft Solutions,Karimnagar,3,3000,12 Feb' 22,Be an early applicant,"Android , Dart , Flutter , Java , Kotlin , React Native , Swift , ","Certificate , Flexible work hours , ",3,0,Computer Science
157,13849662,Content Writing,Eliike Trade Shop Private Limited,Work From Home,1,1200,4 Feb' 22,90 applicants,,"Certificate , 5 days a week , ",2,1,Content Writing
158,3019006,Mobile App Development,B K Emerald Services,Pune,6,2000,4 Feb' 22,Be an early applicant,".NET , Android , Dart , Java , Kotlin , React Native , Swift , ","Certificate , Letter of recommendation , Flexible work hours , Informal dress code , 5 days a week , Job offer , ",2,0,Computer Science
159,4689490,Machine Learning,Yamaha Motor Solution India Private Limited,Faridabad,6,50000,8 Feb' 22,405 applicants,"Artifical Intelligence , Machine Learning , MongoDB , MySQL , Python , ","Certificate , Informal dress code , 5 days a week , ",4,0,Computer Science
160,315382,Web Development,Vaity Technologies Private Limited,Work From Home,2,1000,11 Feb' 22,48 applicants,"CSS , HTML , JavaScript , jQuery , MySQL , PHP , Search Engine Optimization (SEO) , WordPress , ","Certificate , Flexible work hours , ",15,0,Computer Science
161,9421930,Content Writing,Citrine Web Technologies,Work From Home,2,10000,10 Feb' 22,213 applicants,,"Certificate , Flexible work hours , ",2,0,Content Writing
162,85442392,Digital Marketing,I Prime Skill,Mumbai,2,3500,7 Feb' 22,Be an early applicant,"Adobe Illustrator , Adobe Photoshop , Adobe Premiere Pro , Digital Marketing , Social Media Marketing , ","Certificate , Letter of recommendation , Flexible work hours , ",2,0,Marketing
163,1351506,Full Stack Development,ZappKode Solutions,Nagpur,4,3000,8 Feb' 22,Be an early applicant,"Bootstrap , CSS , HTML , PHP , ","Certificate , Letter of recommendation , Flexible work hours , Informal dress code , Free snacks & beverages , ",4,0,Computer Science
164,36741882,Human Resources (HR),Aghori Media House Private Limited,Mumbai,3,5000,8 Feb' 22,Be an early applicant,"English Proficiency (Spoken) , ","Certificate , Letter of recommendation , Informal dress code , 5 days a week , Free snacks & beverages , Job offer , ",1,0,Human Resources
165,16830606,Content Writing,GNxt Systems,Work From Home,3,5000,31 Jan' 22,52 applicants,"Blogging , English Proficiency (Written) , ",,1,0,Content Writing
166,2991270,Angular.js Development,Techqueto LLP,Work From Home,6,1000,4 Feb' 22,Be an early applicant,"AngularJS , PHP , ","Certificate , ",2,0,Computer Science
167,2333356,Web Development,CreativeHigh,Delhi,3,10000,5 Feb' 22,72 applicants,,"Certificate , Letter of recommendation , Flexible work hours , Informal dress code , Job offer , ",1,0,Computer Science
168,38223406,Human Resources (HR),OneKEE,Work From Home,3,1500,6 Feb' 22,47 applicants,"English Proficiency (Spoken) , English Proficiency (Written) , ","Certificate , Letter of recommendation , Flexible work hours , ",10,0,Human Resources
169,709906,Flutter Development,LovePay Solutions Private Limited,Work From Home,6,5000,10 Feb' 22,Be an early applicant,"Flutter , GitHub , ReactJS , REST API , UI & UX Design , ","Certificate , Letter of recommendation , Flexible work hours , 5 days a week , ",2,0,Computer Science
170,8587930,Creative Content Writing (Hindi),Prachi Mishra,Bhopal,6,6000,11 Feb' 22,Be an early applicant,,"Certificate , ",1,0,Content Writing
171,58606780,Marketing,Mr Rozgaar Private Limited,Jaipur,6,5000,5 Feb' 22,Be an early applicant,,"Certificate , Letter of recommendation , ",2,1,Marketing
172,3522,Interior Design,Z Elements Design Consultants LLP,Mumbai,2,6000,2 Feb' 22,67 applicants,"AutoCAD , Google SketchUp , MS-Excel , ","Certificate , Letter of recommendation , Informal dress code , Job offer , ",2,0,Architecture
173,8211190,Content Writing,Android Gram,Work From Home,6,10000,11 Feb' 22,60 applicants,"English Proficiency (Written) , ","Certificate , Flexible work hours , ",1,0,Content Writing
174,11059050,Content Writing,Risaya Media Ventures Pvt Ltd,Bangalore,3,10000,8 Feb' 22,30 applicants,"English Proficiency (Written) , ","Flexible work hours , Informal dress code , Job offer , ",15,0,Content Writing
175,44870002,Content Development (RPSC),K4 Media & Technologies,Jaipur,4,10000,9 Feb' 22,Be an early applicant,"Blogging , Copywriting , Creative Writing , Teaching , ","Certificate , Letter of recommendation , ",4,0,Humanities
176,5251072,Installation Support Engineering,FaceTagr,Chennai,6,10000,1 Feb' 22,Be an early applicant,,,1,0,Computer Science
177,73248022,Social Media Marketing,BunkIn Hospitality Private Limited,Work From Home,2,15000,12 Feb' 22,60 applicants,"Creative Writing , Digital Marketing , English Proficiency (Spoken) , English Proficiency (Written) , Facebook Marketing , Instagram Marketing , Search Engine Marketing (SEM) , Search Engine Optimization (SEO) , Social Media Marketing , ","Certificate , Letter of recommendation , Flexible work hours , 5 days a week , Job offer , ",1,0,Marketing
178,64681906,Business Development (Sales),WebSenor InfoTech,Udaipur,3,3000,2 Feb' 22,Be an early applicant,"Search Engine Optimization (SEO) , Social Media Marketing , ","Certificate , ",5,0,Marketing
179,14398330,Content Writing,PassionConnect,Work From Home,3,5000,3 Feb' 22,104 applicants,"Creative Writing , ","Certificate , Letter of recommendation , Flexible work hours , 5 days a week , ",10,1,Content Writing
180,2720950,Web Development,Talent Corner,Work From Home,3,10000,4 Feb' 22,Be an early applicant,"GitHub , Java , MongoDB , MySQL , Spring MVC , ",,1,0,Computer Science
181,87132990,Influencer Marketing,Toneop,Bhopal,6,3000,5 Feb' 22,Be an early applicant,,,1,0,Marketing
182,68269006,Business Development (Sales),Akhilesh Khanduri,Work From Home,3,20000,31 Jan' 22,64 applicants,"English Proficiency (Spoken) , MS-Excel , MS-Word , Search Engine Optimization (SEO) , ","Certificate , Letter of recommendation , ",2,0,Marketing
183,7423000,React JS,PeerPower Club (A TopTrove Foundation Initiative),Work From Home,1,0,7 Feb' 22,35 applicants,"English Proficiency (Spoken) , ReactJS , UI & UX Design , ","Certificate , Letter of recommendation , Flexible work hours , 5 days a week , ",1,0,Computer Science
184,40774710,Human Resources (HR),Pugalia Woollen Mills Private Limited,Work From Home,2,1000,2 Feb' 22,50 applicants,,"Flexible work hours , ",2,0,Human Resources
185,26188906,Graphic Design,Oziss,Delhi,2,11000,7 Feb' 22,35 applicants,"Adobe After Effects , Adobe Creative Suite , Adobe Illustrator , Adobe Photoshop , Adobe Premiere Pro , Copywriting , Digital Art , Photography , Video Editing , Video Making , ","Certificate , Flexible work hours , Informal dress code , Free snacks & beverages , Job offer , ",1,0,Graphic Design
186,171910,Web Development,Hexanovate,Pune,6,10000,12 Feb' 22,31 applicants,"CSS , Django , HTML , Java , JavaScript , Node.js , Python , ","Certificate , Letter of recommendation , Flexible work hours , Informal dress code , ",2,1,Computer Science
187,119847856,Social Media Marketing,Primite Marketing,Work From Home,1,1200,11 Feb' 22,45 applicants,"Digital Marketing , Facebook Marketing , Instagram Marketing , Social Media Marketing , ","Certificate , Letter of recommendation , Flexible work hours , 5 days a week , ",18,1,Marketing
